episode,step,waiting_time,co2_emission,throughput,reward,episode_reward,exploration_rate,learning_rate,q_table_size,loss
0,0,0.0,33.48032103612552,0,1.1330393579277491,1.1330393579277491,0.5,0.0001,1,0.0
0,10,139.0,29.39785757266994,0,-0.015015715145339725,8.142783415392476,0.5,0.0001,9,0.0
0,20,545.0,64.21240577089611,0,0.06547518845820788,10.161467339193928,0.5,0.0001,19,0.0
0,30,607.0,94.37402497134467,2,0.9023919500573112,6.570848645249663,0.5,0.0001,29,0.0
0,40,848.0,110.84166157208564,1,0.44127667685582916,-0.0008946850104356585,0.5,9.990004498800214e-05,39,1.1389837742640827
0,50,1477.0,153.12455657427512,0,-3.0537091131485496,-5.060275910335431,0.5,9.980018988604848e-05,49,1.9475512656004472
0,60,2668.0,128.71597033105354,0,-1.732071940662106,-33.85472817125343,0.5,9.970043459427396e-05,59,4.019355717271419
0,70,4140.0,136.48552620683893,0,-6.230171052413677,-76.71510915437818,0.5,9.960077901291331e-05,65,8.277413472410728
0,80,4055.0,109.43270287256658,0,-3.3947654057451335,-123.7099761806153,0.5,9.950122304230097e-05,73,10.277529323970592
0,90,4784.0,144.95446516509435,2,-4.8742289303301884,-175.51749988348317,0.5,9.9401766582871e-05,81,13.029461904254003
0,100,5882.0,187.63781179162208,0,-6.775275623583244,-225.7866494007615,0.5,9.930240953515699e-05,91,15.106246182664073
0,110,4809.0,172.47269418479587,0,-4.81576538836959,-278.06225794566893,0.5,9.920315179979194e-05,101,12.802890807888328
0,120,6714.0,194.090455144878,4,-6.388180910289756,-339.402347785246,0.5,9.910399327750818e-05,111,15.07853269172891
0,130,8713.0,202.354331362581,0,-6.804708662725162,-401.37208196665,0.5,9.900493386913726e-05,118,15.181830857107778
0,140,9018.0,202.779459569649,0,-5.605558919139298,-458.7283664685709,0.5,9.890597347560989e-05,126,14.733672069722928
0,150,9592.0,179.29137794514745,0,-5.558582755890295,-515.7039880745796,0.5,9.88071119979557e-05,133,14.31918261200769
0,160,9488.0,183.27654399991818,0,-5.166553087999836,-568.7212230949134,0.5,9.870834933730339e-05,141,13.430969949197124
0,170,7369.0,184.73467290045454,0,-4.969469345800909,-616.9363656578951,0.5,9.860968539488038e-05,151,11.377634047263948
0,180,5697.0,200.38401036187904,0,-5.800768020723758,-669.6956519343521,0.5,9.851112007201287e-05,160,9.896201406743879
0,190,5973.0,184.1370987934754,0,-5.06827419758695,-720.282977140659,0.5,9.841265327012565e-05,170,9.797635178338258
0,200,4498.0,180.06977325085552,0,-4.8261795465017086,-770.3936296740487,0.5,9.831428489074205e-05,179,9.089393187285106
0,210,5165.0,172.07493917136986,2,-4.94414987834274,-818.0690883206111,0.5,9.821601483548387e-05,186,7.668300100000188
0,220,3856.0,166.24669835420744,2,-2.481373396708414,-851.334831360922,0.5,9.811784300607121e-05,196,6.424093697199123
0,230,4949.0,186.67737081694816,0,-4.723374741633895,-890.4985908046166,0.5,9.80197693043224e-05,203,5.80464439775601
0,240,4321.0,163.23002928169794,0,-4.719040058563394,-927.9884513852387,0.5,9.792179363215397e-05,211,4.98605180335808
1,200,0.0,26.031927949132402,0,1.1479361441017353,1.1479361441017353,0.4975,9.782391589158042e-05,249,4.1873896723181225
1,210,172.0,46.258424881740446,0,0.0929231502365192,7.214337354406296,0.4975,9.772613598471419e-05,254,2.5293672053876666
1,220,637.0,83.34937497919704,0,-1.166958749958394,6.180131396371821,0.4975,9.76284538137656e-05,264,1.9463698701855336
1,230,1182.0,115.22063606328048,2,-2.4528012721265604,2.9017455425051324,0.4975,9.753086928104268e-05,273,1.3804630867623207
1,240,2774.0,157.01279449503016,0,-4.932545588990059,-25.316426059765057,0.4975,9.743338228895119e-05,282,1.9846455213557914
1,250,2543.0,167.38622683812957,0,-3.2429124536762592,-52.4925036256605,0.4975,9.733599273999432e-05,292,1.314677762333144
1,260,2289.0,139.84426273126107,0,-1.4089085254625218,-72.25704434118087,0.4975,9.723870053677282e-05,300,1.3075775615756218
1,270,1923.0,143.9622726263114,0,-1.4844645452526226,-86.000983050969,0.4975,9.71415055819847e-05,310,1.1097884401415972
1,280,2367.0,158.1182639956855,2,-3.8358965279913706,-102.16072358651265,0.4975,9.704440777842529e-05,320,0.8489412977642257
1,290,4193.0,144.88701450831795,2,-4.630914029016635,-151.56013354582504,0.4975,9.694740702898709e-05,330,3.076060797386035
1,300,6262.0,166.16463661760147,0,-4.980329273235203,-215.97593355254767,0.4975,9.685050323665964e-05,339,5.833209605195503
1,310,7856.0,152.61647078997837,0,-4.911232941579955,-280.41544682722065,0.4975,9.675369630452942e-05,343,5.730144326985724
1,320,6313.0,148.45210263836705,2,-4.408904205276734,-330.2995897054211,0.4975,9.665698613577982e-05,352,2.7043288622974146
1,330,5241.0,164.17660789720568,0,-3.656353215794411,-378.17080867521116,0.4975,9.656037263369099e-05,362,2.413517598994195
1,340,4301.0,139.94171127758528,2,-2.5708634225551696,-425.16828598232036,0.4975,9.646385570163978e-05,369,1.9309569775851205
1,350,3916.0,164.683281472592,0,-3.8150465629451826,-462.23050495906006,0.4975,9.636743524309958e-05,375,1.4131546885551467
1,360,3290.0,167.236268970339,0,-3.2906725379406785,-491.0702193204059,0.4975,9.627111116164029e-05,382,1.1158186843449043
1,370,2570.0,165.06180193645307,0,-3.2227236038729052,-514.8881730482963,0.4975,9.617488336092817e-05,392,1.249898671485845
1,380,4162.0,156.53801351468064,0,-5.89183602702936,-557.6134263483531,0.4975,9.607875174472579e-05,395,2.39223459401781
1,390,5696.0,140.43291212082494,2,-5.8128658242416495,-619.524701563424,0.4975,9.598271621689192e-05,402,4.832174270774827
1,400,3546.0,114.0034784032681,0,-1.911086956806535,-659.5314208346323,0.4975,9.588677668138144e-05,412,2.1770926523366545
1,410,3524.0,172.50513555047377,2,-3.230530271100947,-688.4187980429989,0.4975,9.579093304224517e-05,422,2.343789872840182
1,420,4195.0,175.01773247653003,0,-4.96113546495306,-735.2674924677112,0.4975,9.569518520362991e-05,430,2.7609002730507926
1,430,5723.0,143.27361979994987,0,-5.518547239599899,-796.0357393537213,0.4975,9.559953306977822e-05,432,4.573521997763934
1,440,7393.0,152.437531007291,2,-6.036875062014582,-858.5037042913644,0.4975,9.550397654502838e-05,437,4.598870141104836
2,400,0.0,50.20140076470902,0,1.0995971984705821,1.0995971984705821,0.4950125,9.540851553381432e-05,438,21.505786347351403
2,410,124.0,54.22057471170124,0,0.09803885057659767,8.473271665061409,0.4950125,9.531314994066547e-05,439,6.5019398307825975
2,420,786.0,90.22844393587432,0,-1.410736887871748,6.28544597817038,0.4950125,9.521787967020669e-05,449,5.8764353521268236
2,430,1932.0,143.7569125438868,4,-2.2608738250877742,-8.84846513823286,0.4950125,9.512270462715819e-05,456,16.18065529612051
2,440,3903.0,138.42801067255382,0,-6.001796021345107,-54.40147689989509,0.4950125,9.502762471633541e-05,461,3.2291082099130195
2,450,5509.0,114.49979831729291,0,-6.208999596634584,-114.4350096028169,0.4950125,9.493263984264888e-05,466,19.51311592891866
2,460,5761.0,118.475275959745,2,-6.54295055191949,-165.264623562063,0.4950125,9.483774991110424e-05,473,79.84083650472891
2,470,4291.0,111.6942051536757,0,-3.8045684103073514,-201.26607414351983,0.4950125,9.474295482680208e-05,483,98.12713529508356
2,480,5815.0,119.02621864310943,2,-6.034052437286219,-259.44011137690484,0.4950125,9.464825449493778e-05,490,99899894346.51324
2,490,3980.0,117.92826986727825,4,-4.506256539734555,-306.6199826438775,0.4950125,9.455364882080158e-05,497,80702553495.71405
2,500,1297.0,101.29132997512683,0,0.5963573400497468,-321.06795447907666,0.4950125,9.445913770977831e-05,507,16578745794.552301
2,510,920.0,94.3532311774408,0,0.6376935376451187,-325.84910962881,0.4950125,9.43647210673474e-05,514,1881565.7036472498
2,520,2457.0,119.3313085712698,0,-4.294522617142539,-350.19168702466305,0.4950125,9.427039879908275e-05,516,4742509716086.977
2,530,3271.0,108.26495407670296,0,-2.0301099081534053,-383.8259015206959,0.4950125,9.417617081065266e-05,524,16058769769.064198
2,540,3654.0,93.59188138186354,2,-2.4241037627637265,-423.8141707553862,0.4950125,9.408203700781971e-05,526,139387203193196.78
2,550,3977.0,90.04109778238241,4,-2.7175421955647643,-467.50141691223865,0.4950125,9.398799729644068e-05,531,105454605159712.77
2,560,5491.0,117.92481478598557,0,-5.67384962957197,-518.7088683340669,0.4950125,9.389405158246641e-05,538,88580022610447.06
2,570,2029.0,109.156948961129,0,-1.9087338979222577,-546.1115189978007,0.4950125,9.380019977194186e-05,545,94076027320639.28
2,580,775.0,148.1011675344384,0,-1.4357023350688765,-545.991407529506,0.4950125,9.370644177100576e-05,555,128764854728953.52
2,590,919.0,131.49440668506426,2,0.18639118662987197,-541.1007232764019,0.4950125,9.361277748589078e-05,564,69948811649100.53
2,600,1087.0,131.9443691253556,2,-2.845148738250711,-548.1656234380553,0.4950125,9.35192068229232e-05,573,75007376872017.89
2,610,1476.0,121.20802952093496,0,-1.6848960590418698,-550.8502528967114,0.4950125,9.342572968852303e-05,583,9479799445986120.0
2,620,2621.0,125.06356668741186,0,-1.7367071333748227,-580.5715812553049,0.4950125,9.333234598920377e-05,589,135993989306499.48
2,630,3203.0,133.073097313173,0,-1.8650861946263455,-611.1632001988944,0.4950125,9.323905563157235e-05,593,2370266641508216.5
2,640,3321.0,119.0828571573718,0,-2.3007457143147425,-644.4487176127499,0.4950125,9.314585852232909e-05,602,143013897212315.06
3,600,0.0,31.38752314860195,0,1.1372249537027963,1.1372249537027963,0.4925374375,9.305275456826756e-05,605,237951373484018.16
3,610,120.0,34.019005582292955,0,0.25236198883541416,8.127565515575084,0.4925374375,9.295974367627448e-05,607,1.5373306110485466e+17
3,620,446.0,78.97892095061545,0,-0.7450378419012308,10.464912795297847,0.4925374375,9.286682575332966e-05,617,6079715012881834.0
3,630,1148.0,102.22243196057745,0,-0.19548486392115416,3.8414669685731178,0.4925374375,9.277400070650586e-05,625,2057065629139853.8
3,640,1156.0,122.28350071681209,0,-1.5474470014336237,-3.5863126042800033,0.4925374375,9.268126844296876e-05,629,2.97564252202268e+17
3,650,1715.0,128.90454580140442,0,0.13749090839719136,-24.500255224501412,0.4925374375,9.258862886997678e-05,637,1.9198504903708556e+16
3,660,2091.0,135.24624232844494,0,-2.1996724846568894,-36.330282886638514,0.4925374375,9.249608189488111e-05,647,1755971307848293.8
3,670,3253.0,179.34904586531505,2,-5.14663809173063,-67.76023315659027,0.4925374375,9.240362742512553e-05,656,2.542958302975423e+19
3,680,3824.0,192.70261993433058,1,-4.68292523986866,-97.61117166651987,0.4925374375,9.231126536824626e-05,666,2.382515690187322e+18
3,690,4798.0,159.61356288564784,0,-5.121267125771293,-144.28588666377723,0.4925374375,9.221899563187202e-05,676,2.090601666350282e+18
3,700,5099.0,204.12849803247946,0,-4.524256996064958,-196.5094701825844,0.4925374375,9.212681812372386e-05,685,1.6337756425624015e+18
3,710,5231.0,189.85670211913566,2,-4.5697134042382705,-248.08987763732767,0.4925374375,9.203473275161502e-05,694,1.4379661385520348e+18
3,720,3888.0,183.2737072987567,2,-5.176787414597513,-289.70778473852437,0.4925374375,9.194273942345092e-05,703,1.428504548889361e+18
3,730,3372.0,172.60858292370563,0,-2.62377716584741,-322.22479923864654,0.4925374375,9.185083804722902e-05,713,1.370127623487395e+18
3,740,4051.0,203.2479408845356,2,-4.576475881769072,-362.8914966133431,0.4925374375,9.175902853103876e-05,723,1.383008419121424e+18
3,750,4133.0,199.8978130648012,2,-4.750135626129602,-397.4861413217449,0.4925374375,9.166731078306141e-05,733,7.800946796490203e+17
3,760,5077.0,219.36738436803992,0,-5.538734768736079,-446.62639559559716,0.4925374375,9.157568471157008e-05,743,4.604128510579356e+17
3,770,5432.0,202.17914575914492,0,-6.7043582915182895,-496.0239175178218,0.4925374375,9.148415022492948e-05,753,5.921974485637304e+17
3,780,5298.0,182.95217143843374,0,-4.581904342876866,-549.6186057818641,0.4925374375,9.139270723159598e-05,763,5.391385271573955e+17
3,790,5460.0,189.7469986782672,0,-4.395493997356533,-603.2680933230084,0.4925374375,9.130135564011744e-05,773,4.166456983160071e+17
3,800,5429.0,206.61850931870742,3,-4.637237018637414,-652.7162494499602,0.4925374375,9.121009535913312e-05,782,3.9034743795032614e+17
3,810,5114.0,181.66155850176,2,-5.56332311700352,-712.0578645010735,0.4925374375,9.111892629737361e-05,792,2.0869125444149458e+18
3,820,5507.0,178.33340134875866,0,-6.956666802697517,-763.2242387181423,0.4925374375,9.102784836366073e-05,801,3.5259633390369466e+17
3,830,7269.0,177.03515444485112,0,-6.254070308889702,-826.5452717402409,0.4925374375,9.09368614669074e-05,810,3.160291705468348e+17
3,840,5114.0,166.02962342857845,0,-5.432059246857157,-880.2787820296244,0.4925374375,9.084596551611766e-05,820,2.757485254180475e+17
4,800,0.0,53.47875817056535,0,1.0930424836588695,1.0930424836588695,0.49007475031250003,9.075516042038643e-05,829,1.2072318142497236e+18
4,810,419.0,73.99987740263423,0,-1.0506197548052683,3.13973537300933,0.49007475031250003,9.066444608889954e-05,835,2657881338676100.5
4,820,1820.0,102.14319197896518,2,-3.2838863839579298,-16.28350306443805,0.49007475031250003,9.057382243093355e-05,842,3.779133920462164e+22
4,830,3720.0,108.42464622425122,1,-4.708449292448502,-57.44233706705503,0.49007475031250003,9.048328935585577e-05,842,4.9221472591353446e+22
4,840,4396.0,97.5878967856715,0,-2.859255793571342,-106.74565282804886,0.49007475031250003,9.039284677312403e-05,846,8.382704983499059e+26
4,850,3598.0,117.67325264489166,0,-2.201386505289782,-151.9098835863357,0.49007475031250003,9.030249459228671e-05,853,1.1922529463622716e+28
4,860,3265.0,118.9024301939983,0,-2.9555048603879968,-182.35241959471506,0.49007475031250003,9.02122327229826e-05,859,1.1354817143538656e+27
4,870,3373.0,103.14306589528454,2,-2.703826131790569,-219.43366288900089,0.49007475031250003,9.012206107494077e-05,865,2.8401707808503165e+25
4,880,5139.0,117.46571977822717,0,-6.298931439556455,-273.75205574938866,0.49007475031250003,9.003197955798058e-05,866,1.641636086951018e+28
4,890,5223.0,120.86960667436507,0,-5.963739213348728,-328.0069891890337,0.49007475031250003,8.994198808201147e-05,873,1.3083353662205063e+28
4,900,6288.0,137.56438450518982,0,-6.165128769010378,-392.64537579808973,0.49007475031250003,8.985208655703298e-05,882,1.7043279721843397e+28
4,910,6017.0,131.27560727594286,2,-6.452551214551885,-444.38217238611287,0.49007475031250003,8.976227489313455e-05,891,1.661409675110499e+28
4,920,4784.0,135.33993738098744,2,-5.538999874761975,-495.62705217449184,0.49007475031250003,8.967255300049555e-05,899,1.6602027700674775e+28
4,930,2367.0,127.97561535744904,2,-1.735611230714897,-520.1998287595965,0.49007475031250003,8.95829207893851e-05,909,1.7029271130225595e+28
4,940,2039.0,133.3473432954715,0,-3.512914686590942,-529.1302744181788,0.49007475031250003,8.949337817016202e-05,918,2.0125092963019086e+28
4,950,2581.0,95.40985286963569,2,-1.686199705739271,-559.9229635102873,0.49007475031250003,8.940392505327469e-05,921,1.5525188220131279e+28
4,960,2686.0,99.01537767377793,0,-0.9283107553475549,-588.1481832287913,0.49007475031250003,8.93145613492611e-05,927,1.8101585759086088e+28
4,970,2541.0,113.7761626519118,0,-1.325732325303823,-607.09548673062,0.49007475031250003,8.922528696874857e-05,934,1.864075565947132e+28
4,980,3124.0,153.19203236813135,0,-3.8159040647362623,-637.7829643836652,0.49007475031250003,8.91361018224538e-05,944,2.0022711253077756e+29
4,990,3447.0,162.03320073255304,4,-4.602126401465105,-675.6702333014774,0.49007475031250003,8.904700582118272e-05,954,4.5641745219533954e+29
4,1000,3819.0,154.77993437129976,4,-4.868179868742599,-717.1836907897165,0.49007475031250003,8.895799887583042e-05,964,2.2302707970538963e+28
4,1010,4005.0,147.40889294580737,4,-4.951717785891615,-759.4482185354627,0.49007475031250003,8.8869080897381e-05,973,2.0617537879606437e+28
4,1020,4436.0,157.6778187418135,2,-5.084635637483626,-804.5231829800553,0.49007475031250003,8.87802517969076e-05,981,1.5319828202257234e+28
4,1030,6131.0,115.9307873307632,0,-5.927861574661526,-867.3275417398138,0.49007475031250003,8.869151148557223e-05,987,9.491461370540188e+29
4,1040,8039.0,107.13978648697649,0,-6.594279572973951,-930.4266160321838,0.49007475031250003,8.860285987462572e-05,987,1.4255233406860957e+28
5,1000,0.0,20.778262335441102,0,1.158443475329118,1.158443475329118,0.48762437656093754,8.851429687540757e-05,987,1.8900536804892162e+30
5,1010,111.0,45.19008601150286,0,0.42283982797699426,9.426186934206061,0.48762437656093754,8.84258223993459e-05,988,1.8125041209215063e+29
5,1020,423.0,69.9408607284842,0,-1.0044217214569682,11.333363698023867,0.48762437656093754,8.833743635795738e-05,996,7.760525930163608e+30
5,1030,1187.0,105.19186067113593,0,-1.8436437213422714,7.556832442104895,0.48762437656093754,8.824913866284716e-05,1006,3.553675904601629e+30
5,1040,2401.0,126.34475735533017,2,-2.8336695147106603,-27.291455056912483,0.48762437656093754,8.816092922570868e-05,1011,1.1394304941443141e+35
5,1050,2022.0,113.03733746316068,0,-0.20563467492632004,-41.553626272098,0.48762437656093754,8.807280795832366e-05,1020,1.0629455532049558e+35
5,1060,936.0,142.89099245273974,0,0.17893801509452079,-44.25534002750797,0.48762437656093754,8.798477477256204e-05,1030,5.849784317758285e+37
5,1070,1273.0,142.11937247870586,0,-1.253778744957411,-48.18007792833076,0.48762437656093754,8.789682958038182e-05,1040,3.852379472061084e+35
5,1080,2703.0,136.55973506169894,0,-4.422059470123399,-81.03360170947968,0.48762437656093754,8.780897229382897e-05,1048,1.484009318884091e+35
5,1090,4558.0,125.98664212357632,0,-6.534813284247151,-133.92661134881257,0.48762437656093754,8.772120282503745e-05,1050,1.1133622055838577e+38
5,1100,6408.0,137.06481186772783,0,-6.306129623735456,-199.12674205893433,0.48762437656093754,8.763352108622902e-05,1051,4.498127682744091e+40
5,1110,8289.0,138.78161494988214,0,-7.077563229899764,-264.5512039371888,0.48762437656093754,8.754592698971309e-05,1052,3.5632061222921765e+39
5,1120,10020.0,122.25121676175785,0,-6.876502433523515,-330.15129536600085,0.48762437656093754,8.745842044788686e-05,1056,1.2203944341086838e+40
5,1130,11894.0,129.48436657819283,0,-6.122968733156386,-392.7750879989681,0.48762437656093754,8.737100137323502e-05,1058,2.9653192514702e+40
5,1140,9380.0,123.12750113075079,0,-6.878255002261501,-441.70651038252527,0.48762437656093754,8.728366967832973e-05,1063,7.399882086751261e+42
5,1150,6413.0,116.57383817242258,0,-4.351147676344843,-487.42452034746896,0.48762437656093754,8.719642527583058e-05,1070,7.336295418543655e+42
5,1160,4000.0,135.75503042580004,0,-4.3395100608516,-533.406015113017,0.48762437656093754,8.710926807848439e-05,1079,7.704858974149116e+42
5,1170,3999.0,157.14521206362383,0,-4.833310424127245,-581.1900368959373,0.48762437656093754,8.702219799912526e-05,1088,7.277209968721817e+42
5,1180,4878.0,196.50468982140106,0,-4.973449379642801,-637.2197869431212,0.48762437656093754,8.69352149506744e-05,1097,6.814274285839433e+42
5,1190,2960.0,159.7019821278876,4,-2.1582039642557733,-662.7527759856803,0.48762437656093754,8.684831884614006e-05,1105,6.597075938399249e+42
5,1200,2598.0,133.49340912898947,2,-3.987026818257978,-682.8583039457546,0.48762437656093754,8.676150959861743e-05,1112,2.765336498177011e+43
5,1210,3070.0,142.0322620496291,0,-3.030664524099257,-715.1977612107729,0.48762437656093754,8.667478712128858e-05,1121,8.226358047436813e+42
5,1220,4835.0,174.81013183654193,0,-5.487920263673082,-768.2472390814664,0.48762437656093754,8.658815132742235e-05,1127,5.268488284243453e+42
5,1230,4612.0,161.77373928473747,0,-3.3973074785694735,-818.7098025034126,0.48762437656093754,8.650160213037428e-05,1135,5.519538347398684e+42
5,1240,5194.0,178.25053193441082,2,-6.156501063868822,-870.6610368745896,0.48762437656093754,8.641513944358651e-05,1142,6.622240176503486e+42
6,1200,0.0,23.3603796704365,0,1.1532792406591272,1.1532792406591272,0.48518625467813287,8.63287631805877e-05,1205,4.2890119845207283e+42
6,1210,187.0,58.765318286152265,0,0.15320936342769564,7.597064528470728,0.48518625467813287,8.62424732549929e-05,1209,1.4837949469464854e+44
6,1220,428.0,72.0838247535196,0,0.48039235049296103,11.425224383524158,0.48518625467813287,8.615626958050361e-05,1219,6.710858311801114e+43
6,1230,1859.0,133.9123831806143,2,-2.9796447663612287,-9.105797830713795,0.48518625467813287,8.607015207090748e-05,1225,5.632775612372136e+43
6,1240,2594.0,132.14864108407863,2,-2.7924172821681577,-35.6868641559642,0.48518625467813287,8.598412064007838e-05,1230,5.210554876925186e+43
6,1250,2266.0,105.37095728149323,0,-0.1454219145629856,-56.29669494080805,0.48518625467813287,8.589817520197631e-05,1238,4.0345817879778616e+43
6,1260,714.0,119.912413222637,1,0.7864551735547263,-49.732418578009224,0.48518625467813287,8.581231567064717e-05,1248,5.717163805687928e+43
6,1270,1886.0,110.63692367784732,2,-3.4495538473556935,-68.77778189161765,0.48518625467813287,8.572654196022293e-05,1250,4.737429958788526e+43
6,1280,3681.0,109.67193980418331,0,-4.8227238796083665,-110.4878288543359,0.48518625467813287,8.564085398492122e-05,1250,5.428389162342204e+43
6,1290,5616.0,113.24411982770599,2,-6.590488239655412,-170.89531115021788,0.48518625467813287,8.555525165904551e-05,1250,2.8426024683834872e+44
6,1300,7569.0,126.63626371473113,0,-6.117272527429463,-234.83477410382608,0.48518625467813287,8.546973489698489e-05,1250,3.4129932867062974e+43
6,1310,7600.0,97.7039395586376,0,-3.7354078791172745,-288.6234937883075,0.48518625467813287,8.538430361321405e-05,1252,6.96919963241716e+45
6,1320,7452.0,130.72878530089872,0,-6.977457570601795,-337.8321560471323,0.48518625467813287,8.529895772229315e-05,1258,1.0351278269926294e+48
6,1330,9974.0,149.84075926923313,0,-6.499681518538466,-405.9304218799224,0.48518625467813287,8.521369713886775e-05,1259,7.958005492228116e+47
6,1340,10277.0,132.24760238606706,0,-4.818495204772133,-467.3713194212038,0.48518625467813287,8.512852177766876e-05,1261,1.3256092674115935e+50
6,1350,10440.0,139.0084751152302,2,-4.758016950230459,-525.8054407752588,0.48518625467813287,8.504343155351229e-05,1271,4.070664194815482e+50
6,1360,9126.0,180.08049586728015,2,-5.86016099173456,-584.4842756780815,0.48518625467813287,8.495842638129957e-05,1280,1.4781359183373895e+51
6,1370,6632.0,172.76968040287184,2,-3.4055393608057436,-637.8739368482478,0.48518625467813287,8.487350617601693e-05,1290,4.699718184324608e+53
6,1380,4231.0,142.57892020790715,0,-2.7235378404158133,-686.6581880935785,0.48518625467813287,8.478867085273567e-05,1300,5.2308509089877504e+51
6,1390,2900.0,142.59588277620526,1,-2.53119176555241,-722.9632276297316,0.48518625467813287,8.470392032661196e-05,1310,1.1042979221599858e+51
6,1400,1951.0,133.85695257330988,5,-3.0936939051466186,-744.0970476026326,0.48518625467813287,8.461925451288681e-05,1320,2.049091244908832e+56
6,1410,3716.0,103.81042484603637,2,-4.745300849692072,-786.0907858149338,0.48518625467813287,8.453467332688592e-05,1323,4.481926648425119e+58
6,1420,4357.0,104.2556760959295,0,-3.202371352191858,-835.3991882844883,0.48518625467813287,8.445017668401963e-05,1324,5.066847362886138e+57
6,1430,4225.0,100.6689860820869,0,-3.007837972164172,-877.6843440117253,0.48518625467813287,8.436576449978288e-05,1329,5.230137643698181e+56
6,1440,3322.0,115.11240484165562,0,-4.991784809683311,-904.758958458499,0.48518625467813287,8.4281436689755e-05,1337,1.7958708163856151e+56
7,1400,0.0,52.27378313032007,0,1.09545243373936,1.09545243373936,0.4827603234047422,8.419719316959976e-05,1337,9.436232767827028e+58
7,1410,391.0,68.3807587695812,0,-0.7439415175391623,3.8554936944710407,0.4827603234047422,8.411303385506521e-05,1344,5.998750262560425e+58
7,1420,1046.0,109.7193305274017,0,-2.2985186610548034,0.045736974192539304,0.4827603234047422,8.402895866198358e-05,1354,1.5176947380042931e+60
7,1430,2054.0,115.27588760356059,0,-1.8714717752071206,-17.973657115919238,0.4827603234047422,8.39449675062713e-05,1357,5.63590697881618e+61
7,1440,2315.0,137.98642911789287,1,-2.2646728582357856,-45.14705142059007,0.4827603234047422,8.386106030392879e-05,1362,4.6998542531829364e+61
7,1450,2749.0,164.50834763340234,0,-3.471036695266804,-68.04065004953868,0.4827603234047422,8.377723697104045e-05,1371,1.3228517299311676e+62
7,1460,4515.0,134.13717507474328,0,-6.308974350149485,-118.17101325377209,0.4827603234047422,8.369349742377456e-05,1376,3.6383876889498414e+60
7,1470,5000.0,142.94060944904118,4,-6.685881218898082,-167.27546022535685,0.4827603234047422,8.360984157838319e-05,1380,8.292076022405745e+59
7,1480,7709.0,167.09396226074873,0,-6.834187924521498,-236.60126703801387,0.4827603234047422,8.352626935120211e-05,1382,2.1897586107981425e+59
7,1490,8178.0,185.01036823453424,2,-7.070020736469068,-296.073885608013,0.4827603234047422,8.344278065865074e-05,1391,9.756494006808639e+58
7,1500,7526.0,174.53251991469486,0,-5.34906503982939,-350.1667261456765,0.4827603234047422,8.335937541723204e-05,1397,2.4998734862236204e+60
7,1510,9527.0,176.56912819905116,0,-6.653138256398102,-412.55865610432267,0.4827603234047422,8.327605354353237e-05,1404,3.9203898827590646e+59
7,1520,9965.0,132.37944149827732,0,-6.696758882996554,-473.52975061748657,0.4827603234047422,8.319281495422158e-05,1408,8.695091069747929e+58
7,1530,11697.0,132.7414589375871,2,-5.745482917875173,-536.8601465438212,0.4827603234047422,8.31096595660527e-05,1409,1.0898641050937867e+59
7,1540,10358.0,118.40857729830071,0,-5.7068171545966,-586.4422034815032,0.4827603234047422,8.302658729586206e-05,1412,1.0338257520024463e+59
7,1550,12293.0,110.23833333333327,0,-6.684476666666666,-650.5705714389995,0.4827603234047422,8.294359806056907e-05,1412,1.764513217034305e+59
7,1560,7964.0,133.66444433933313,2,-4.979328888678667,-701.6434015773146,0.4827603234047422,8.286069177717615e-05,1415,1.2024225648130151e+59
7,1570,6214.0,110.00208813855755,0,-3.9540041762771136,-744.1537657395893,0.4827603234047422,8.277786836276873e-05,1421,2.5180413277579712e+62
7,1580,5243.0,148.21667547614248,0,-5.728433350952285,-794.4131190052121,0.4827603234047422,8.269512773451512e-05,1428,1.32812702071497e+62
7,1590,2296.0,162.8114974791852,4,-1.00370299495837,-821.661521944149,0.4827603234047422,8.261246980966643e-05,1436,6.579072333220636e+61
7,1600,2388.0,180.70113931595327,4,-3.801642278631906,-841.3026915023089,0.4827603234047422,8.252989450555643e-05,1446,1.6331020452230767e+62
7,1610,3360.0,150.17436588234997,2,-2.489148731764699,-878.8565620880737,0.4827603234047422,8.244740173960154e-05,1454,1.1338828240347273e+62
7,1620,5046.0,164.8161845623681,0,-5.929632369124736,-927.3255044559315,0.4827603234047422,8.236499142930076e-05,1461,1.0553339868159113e+62
7,1630,5467.0,180.97321310433787,0,-4.635946426208676,-987.42666122073,0.4827603234047422,8.228266349223555e-05,1468,1.0485469778708239e+62
7,1640,6684.0,188.92459765774828,0,-6.777849195315497,-1039.1426801931793,0.4827603234047422,8.220041784606972e-05,1476,3.5294967523860904e+62
8,1600,0.0,40.24564826686535,0,1.1195087034662694,1.1195087034662694,0.4803465217877185,8.211825440854939e-05,1484,0.0
